0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class
0.0767530136166597,0.0665478524327214,0.132170156366193,4.2578824714996495,0.7719883246620959,0.6693439474048989,0.0762779607441886,2.8984504829768505,6.081867250377799,0.633688109077284,0.0365699355481151,2.05237765320904,0.37211256925951103,0.32263609180379804,0.250181570689238,1.1533507214865502,0.45147608976672204,0.590680284849011,0.5121428147092021,0.0762779607441886,0
0.0976332366536753,0.0877355224934162,0.162878980069096,4.14178693951851,0.781934499531708,0.7026647299975569,0.0826327834677785,2.94744518141337,6.2720917926860595,0.6974230529143151,0.043477521979516,1.96898410698033,0.37172762016979405,0.33404318138625705,0.23164597117737698,1.11281307592374,0.409376038551014,0.593142919725672,0.533012176580784,0.0562732087339279,0
0.0256830495154043,0.0220195544690541,0.15288207508181398,3.1405047335532497,0.698521681164521,0.598882784421376,0.097904882344432,2.9719276514322597,6.50811169288479,0.6289209568545799,0.0531750375433034,1.37430605841178,0.30567780016374396,0.262075146748018,0.220099946462578,1.16637462177079,0.48714132537181704,0.47609830007501197,0.40818643614878997,0.050250594094555,0
0.0113537839065274,0.00898657568984223,0.165669557859107,2.92757480441971,0.6993738216148521,0.553557812547656,0.107830670354926,2.95595213212353,6.5884174071263395,0.643100040633248,0.0573483065659276,1.17340684156556,0.28031735546289,0.221872562731745,0.24552385670836602,1.26341604392882,0.487903059328682,0.46048195092412897,0.364473724341965,0.0472441155275061,0
0.0016747683529510198,0.00121152008184838,0.15550901491011201,3.1209832983347203,0.6899708231331261,0.499121867595792,0.0984577556214726,2.8966683113517795,6.60799792623711,0.6529611779322341,0.0474535693753559,1.06979171753675,0.23650401215657801,0.17108596520857997,0.271290880677141,1.38236945308894,0.464593696609168,0.46889600241836,0.339197311811686,0.0429855676743814,0
0.0196750321291893,0.0157951627385603,0.121514576968292,3.87469695036366,0.692246535604271,0.555737170505173,0.0599939588575402,2.8287230463935,6.55372540518758,0.654003564020692,0.0264029271044975,1.31799476840628,0.23547062494478896,0.189036379546013,0.290751352845464,1.24563655689075,0.43510331208485,0.513588296141363,0.412309909580157,0.0390472988744406,0
0.04860891102353,0.0540486378246527,-0.098986047,2.9020629519353505,0.6148361233964,0.683641214239081,-0.110435244,2.4013835658131497,6.565545212453929,0.5876397428466441,-0.082989416,0.997368141216504,0.21130415559582602,0.234950784458316,0.196568849012742,0.8993549695226272,0.5183941402339339,0.40297437760402394,0.448070440771479,0.0741586776775558,0
0.0289059042014451,0.035230628050114995,0.105218478445415,1.67108333382561,0.44559291678546104,0.543090373635488,0.0827577407683353,2.8538718555382996,6.4533934760303495,0.483208168782572,0.0296399323937983,0.9617149979619929,0.256440467320781,0.312550635268641,0.13588815048523,0.8204765512646229,0.612321277524088,0.178943786986909,0.218097380980721,0.0827577407683353,0
0.0259925302450086,0.0327941684629688,0.0289909406520265,1.7658672286075903,0.448085854905471,0.565339459957547,0.00704589285743397,2.7219752475405596,6.4190286634181,0.443143896356322,-0.018684169,0.9718793968557858,0.246612770966096,0.31114557451499797,0.10675945986922199,0.7925961066632758,0.63486722518654,0.19433752793822,0.245191121057048,0.0494080717602882,0
0.0174040065456917,0.0219813387488806,0.10896588721462101,2.04349416842137,0.433125061326294,0.5470389055903799,0.0739682147797159,2.85999555592534,6.448677346349861,0.515675275922915,0.027550145125707002,1.1366426235383702,0.240915004130623,0.304276736599719,0.0946893803433006,0.7917628104693081,0.566419145831553,0.221171894040825,0.279341099526673,0.0462223406334443,0
